field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,wc2.0_bio_
"558","205063099010854","20266211010478",NA,"2003","12","2","63","50","2","1","131",9.8,"61","21","2","84","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.978298,-85.377592,19.04536
"559","205063095010854","20266395010478",NA,"2003","12","2","63","54","1","1","131",8.6,"61","23","2","81","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.928515,-84.997861,19.23552
"560","205063101010854","20266847010478",NA,"2003","12","2","65","36","1","1","131",21.9,"80","56","2","76","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.642824,-83.924644,19.37488
"561","205063100010854","20266714010478",NA,"2003","12","2","65","38","1","1","121",13.5,"64","36","1","68","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.646794,-83.776159,19.43374
"562","205063102010854","140549197010478",NA,"2003","12","2","65","77","1","1","131",8.5,"59","23","2","78","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.433234,-84.04006,19.51414
"563","205063119010854","20269070010478",NA,"2003","12","2","73","3","1","1","110",23.2,"132","50","2","128","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.659171,-84.092502,19.36379
"564","205063118010854","20269125010478",NA,"2003","12","2","73","5","1","1","110",10.1,"50","29","2","62","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.567711,-84.107892,19.36379
"565","205063122010854","20268895010478",NA,"2003","12","2","73","10","1","1","128",15.2,"47","67","3","43","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.327101,-84.635855,19.54474
"566","205063120010854","20268933010478",NA,"2003","12","2","73","33","1","1","121",14,"80","60","1","73","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.399563,-84.482698,19.53861
"567","205063121010854","140549244010478",NA,"2003","12","2","73","203","1","1","128",10.8,"53","57","3","51","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.315556,-84.487847,19.62478
"568","205063139010854","20270431010478",NA,"2003","12","2","77","8","1","1","111",12,"83","64","1","78","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.263578,-84.814327,19.55990
"569","205063145010854","20270431010478",NA,"2003","12","2","77","8","2","1","111",12,"83","64","1","78","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.263578,-84.814327,19.55990
"570","205063140010854","20270129010478",NA,"2003","12","2","77","9","1","1","121",10.3,"77","69","1","68","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.147477,-84.991462,19.69373
"571","205063138010854","20270157010478",NA,"2003","12","2","77","38","1","1","111",9.3,"60","44","1","61","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.076631,-85.011992,19.75617
"572","205063144010854","20270157010478",NA,"2003","12","2","77","38","2","1","111",9.3,"60","44","1","61","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.076631,-85.011992,19.75617
"573","205063135010854","20270273010478",NA,"2003","12","2","77","39","1","1","107",8.7,"52","18","3","102","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.41973,-84.921425,19.36969
"574","205063141010854","20270542010478",NA,"2003","12","2","77","41","1","1","121",13.8,"75","113","1","61","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.187427,-84.71909,19.55990
"575","205063136010854","20270586010478",NA,"2003","12","2","77","43","1","1","111",7,"60","25","1","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.019764,-84.739443,19.67214
"576","205063142010854","20270586010478",NA,"2003","12","2","77","43","1","2","111",8.5,"63","26","1","76","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.019764,-84.739443,19.67214
"577","205063137010854","20270397010478",NA,"2003","12","2","77","49","1","1","111",8.8,"55","70","1","49","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.176114,-84.862845,19.52181
"578","205063143010854","140549285010478",NA,"2003","12","2","77","295","2","1","111",7.7,"59","19","1","81","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.024092,-84.927744,19.69373
"579","205063190010854","20274693010478",NA,"2003","12","2","91","1","1","1","111",15.6,"68","74","1","61","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.438436,-86.731772,19.56049
"580","205063191010854","20274890010478",NA,"2003","12","2","91","3","1","1","121",8.2,"57","61","1","52","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.673114,-86.671134,18.99092
"581","205063193010854","20274984010478",NA,"2003","12","2","91","17","1","1","131",14.5,"76","46","2","76","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.977601,-86.588028,18.78581
"582","205063188010854","20274751010478",NA,"2003","12","2","91","23","1","1","111",11,"75","55","1","72","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.910242,-86.72446,18.79573
"583","205063194010854","20274751010478",NA,"2003","12","2","91","23","2","1","111",11,"75","55","1","72","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.910242,-86.72446,18.79573
"584","205063187010854","20274840010478",NA,"2003","12","2","91","25","1","1","111",9.9,"53","29","1","63","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.74241,-86.647357,19.02168
"585","205063189010854","20275105010478",NA,"2003","12","2","91","26","1","1","111",11.6,"78","42","1","80","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.585763,-86.5282,19.19482
"586","205063183010854","20275276010478",NA,"2003","12","2","91","35","1","1","107",10.2,"56","34","3","66","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.53559,-86.428101,19.16840
"587","205063185010854","20275246010478",NA,"2003","12","2","91","39","1","1","111",8,"37","20","1","54","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.53451,-86.577097,19.19482
"588","205063192010854","20274788010478",NA,"2003","12","2","91","46","1","1","121",15.4,"85","60","1","78","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.984306,-86.703523,18.79573
"589","205063184010854","20275059010478",NA,"2003","12","2","91","52","1","1","111",6.8,"30","21","1","44","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.676913,-86.511638,19.02168
"590","205063186010854","140549389010478",NA,"2003","12","2","91","123","1","1","111",8.9,"78","50","1","77","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.831522,-86.774437,18.99092
"591","205063232010854","20280786010478",NA,"2003","12","2","113","17","1","1","111",8.5,"59","33","1","66","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.414975,-86.882426,19.55203
"592","205063235010854","20280719010478",NA,"2003","12","2","113","24","1","1","111",13.4,"85","42","1","87","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.902959,-86.886199,18.78608
"593","205063239010854","20280759010478",NA,"2003","12","2","113","36","1","1","121",14.3,"65","80","1","56","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.513087,-86.86226,19.32266
"594","205063240010854","20280657010478",NA,"2003","12","2","113","37","1","1","121",14.8,"91","63","1","82","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.836476,-86.919996,18.78608
"595","205063245010854","20280934010478",NA,"2003","12","2","113","41","2","1","111",10.8,"84","54","1","81","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.735174,-87.014976,19.07967
"596","205063233010854","20281154010478",NA,"2003","12","2","113","43","1","1","111",8.6,"54","22","1","71","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.886563,-87.037837,18.83518
"597","205063242010854","20280683010478",NA,"2003","12","2","113","45","1","1","812",13.8,"68","58","28","62","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.973855,-86.860317,18.78608
"598","205063243010854","20280683010478",NA,"2003","12","2","113","45","1","2","121",15.1,"79","48","1","76","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.973855,-86.860317,18.78608
"599","205063234010854","20281101010478",NA,"2003","12","2","113","46","1","1","111",10.2,"73","45","1","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.663428,-87.106348,19.41128
"600","205063244010854","20281101010478",NA,"2003","12","2","113","46","2","1","111",10.2,"73","45","1","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.663428,-87.106348,19.41128
"601","205063236010854","20280523010478",NA,"2003","12","2","113","49","1","1","121",8.3,"59","25","1","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.831785,-87.15655,19.07967
"602","205063238010854","20280458010478",NA,"2003","12","2","113","63","1","1","121",12.8,"80","70","1","71","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.591296,-87.152354,19.41128
"603","205063241010854","20280375010478",NA,"2003","12","2","113","64","1","1","131",6.5,"50","16","2","82","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743774,-87.222338,19.14071
"604","205063246010854","20280612010478",NA,"2003","12","2","113","65","2","1","121",14.3,"72","67","1","64","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.759358,-87.027773,19.07967
"605","205063237010854","20280829010478",NA,"2003","12","2","113","70","1","1","121",10,"52","42","1","52","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.602353,-86.808823,19.36376
"606","205063286010854","20254256010478",NA,"2003","12","2","129","6","1","1","121",12.3,"70","62","1","63","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.100323,-84.584708,19.72533
"607","205063287010854","20254256010478",NA,"2003","12","2","129","6","2","1","121",12.3,"70","62","1","63","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.100323,-84.584708,19.72533
"608","205063285010854","20254300010478",NA,"2003","12","2","129","9","1","1","111",6.5,"41","16","1","66","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.238201,-84.519751,19.54474
"609","205063296010854","20254912010478",NA,"2003","12","2","131","2","1","1","121",15.2,"72","61","1","65","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.618426,-86.251486,19.19602
"610","205063300010854","20255181010478",NA,"2003","12","2","131","3","1","1","131",12.4,"63","33","2","71","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.801232,-86.048721,18.95434
"611","205063288010854","20255227010478",NA,"2003","12","2","131","4","1","1","107",5.5,"38","17","3","79","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.518888,-85.983725,19.25759
"612","205063291010854","20254945010478",NA,"2003","12","2","131","5","1","1","111",9.5,"56","42","1","58","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.37138,-86.207919,19.54667
"613","205063301010854","20254945010478",NA,"2003","12","2","131","5","2","1","111",9.5,"56","42","1","58","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.37138,-86.207919,19.54667
"614","205063293010854","20255146010478",NA,"2003","12","2","131","8","1","1","111",10.7,"71","52","1","69","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.708057,-86.056117,18.95434
"615","205063298010854","20254991010478",NA,"2003","12","2","131","18","1","1","121",17.1,"56","45","1","55","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743261,-86.187026,18.91134
"616","205063303010854","20254991010478",NA,"2003","12","2","131","18","3","1","121",17.1,"56","45","1","55","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.743261,-86.187026,18.91134
"617","205063292010854","20255084010478",NA,"2003","12","2","131","24","1","1","111",10.1,"75","50","1","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.617541,-86.124816,19.20346
"618","205063297010854","20254866010478",NA,"2003","12","2","131","25","1","1","121",16.7,"82","64","1","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.685258,-86.258177,18.91134
"619","205063302010854","20254866010478",NA,"2003","12","2","131","25","2","1","121",16.7,"82","64","1","74","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.685258,-86.258177,18.91134
"620","205063290010854","20255342010478",NA,"2003","12","2","131","28","1","1","111",9.1,"61","34","1","67","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.692164,-86.105101,18.95434
"621","205063295010854","20255290010478",NA,"2003","12","2","131","54","1","1","121",6.5,"36","21","1","50","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.757284,-86.375534,18.94182
"622","205063294010854","20255033010478",NA,"2003","12","2","131","76","1","1","111",10.9,"67","21","1","86","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.938916,-86.186622,18.73005
"623","205063299010854","140549793010478",NA,"2003","12","2","131","150","1","1","131",11.9,"68","30","2","79","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.653303,-86.113248,19.20346
"624","205063289010854","140549707010478",NA,"2003","12","2","131","151","1","1","111",7.2,"50","50","1","49","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.469014,-86.043307,19.45434
"625","205063306010854","20255915010478",NA,"2003","12","2","133","1","1","1","131",11.9,"75","30","2","88","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.616112,-85.809973,19.23476
"626","205063307010854","20255915010478",NA,"2003","12","2","133","1","2","1","131",11.9,"75","30","2","88","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.616112,-85.809973,19.23476
"627","205063305010854","20255851010478",NA,"2003","12","2","133","9","1","1","121",10.2,"53","23","1","69","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.823815,-85.581176,19.13166
"628","205063309010854","20255851010478",NA,"2003","12","2","133","9","3","1","121",10.2,"53","23","1","69","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.823815,-85.581176,19.13166
"629","205063304010854","20255735010478",NA,"2003","12","2","133","40","1","1","107",6.5,"29","14","3","75","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.534577,-85.725387,19.23476
"630","205063308010854","140549875010478",NA,"2003","12","2","133","74","2","1","131",15.8,"108","58","2","102","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.557955,-85.581453,19.17780
"631","205062980010854","20338442010478",NA,"2003","12","3","9","17","1","1","111",8.2,"57","28","1","68","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.733792,-80.928087,21.65649
"632","205062981010854","140548793010478",NA,"2003","12","3","9","173","1","1","111",13.7,"71","48","1","71","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.673068,-80.952114,21.65649
"633","205062993010854","20310697010478",NA,"2003","12","3","17","25","1","1","121",12.8,"78","62","1","71","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.86276,-82.594095,21.37828
"634","205062992010854","20310831010478",NA,"2003","12","3","17","45","1","1","121",12.2,"57","62","1","52","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.861653,-82.453735,21.34917
"635","205062994010854","20310895010478",NA,"2003","12","3","17","46","1","1","131",16.3,"68","21","2","94","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.924773,-82.401624,21.34917
"636","205062991010854","20310741010478",NA,"2003","12","3","17","47","1","1","111",9.6,"54","25","1","67","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.701707,-82.500143,21.47348
"637","205062995010854","20310968010478",NA,"2003","12","3","17","51","3","1","107",12.5,"62","18","3","121","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.006058,-82.405589,21.17555
"638","205063079010854","20323418010478",NA,"2003","12","3","49","3","1","1","827",10.2,"56","58","28","53","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.408189,-81.736482,22.50650
"639","205063078010854","20323681010478",NA,"2003","12","3","49","28","1","1","111",13,"78","53","1","76","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.518811,-81.649679,22.41399
"640","205063077010854","140549067010478",NA,"2003","12","3","49","70","1","1","111",8.4,"53","26","1","65","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.593113,-81.649248,22.41399
"641","205063082010854","20324333010478",NA,"2003","12","3","53","2","1","1","131",12,"86","35","2","95","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.515351,-82.432284,21.55081
"642","205063081010854","20324496010478",NA,"2003","12","3","53","11","1","1","121",14.7,"64","52","1","61","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.611718,-82.264541,21.59473
"643","205063080010854","20324203010478",NA,"2003","12","3","53","12","1","1","121",13.8,"60","42","1","60","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.553109,-82.576647,21.60257
"644","205063083010854","20264459010478",NA,"2003","12","3","55","13","1","1","111",10.8,"51","38","1","55","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.181201,-81.278812,22.66707
"645","205063084010854","20264374010478",NA,"2003","12","3","55","20","1","1","111",13.6,"59","47","1","59","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.12413,-81.399475,22.64181
"646","205063085010854","20264172010478",NA,"2003","12","3","55","35","1","1","111",14.3,"74","55","1","71","50",NA,NA,NA,"1",NA,"1",NA,2009-12-07,"10854",NA,2017-03-08,"489998","8","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.429193,-81.539849,22.48209
