field_1,CN,PLT_CN,PREV_SIT_CN,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CYCLE,SUBCYCLE,AGECHKCD_RMRS,AGE_DETERMINATION_METHOD_PNWRS,CCLCD_RMRS,DAMAGE_AGENT_CD1_RMRS,DAMAGE_AGENT_CD2_RMRS,DAMAGE_AGENT_CD3_RMRS,SIBASE_AGE_PNWRS,SITETRCD_RMRS,SITE_AGE_TREE_STATUS_PNWRS,SITE_AGE_TREE_TYPE_PNWRS,SITE_TREE_METHOD_PNWRS,SITREE_EQU_NO_PNWRS,TREECLCD_RMRS,TREE_ACT_RMRS,YEAR_AGE_TAKEN,SIEQN_REF_CD,SITREE_FVS,SIBASE_FVS,SIEQN_REF_CD_FVS,LAT,LON,rvalue_1
"2426","251126964489998","43265885020004",NA,"2013","13","1","229","9","1","1","111",10.1,"67","13","1","103","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.45687,-82.146136,19.3231468200684
"2427","251127035489998","43265886020004",NA,"2013","13","1","179","30","1","1","111",14.7,"91","56","1","88","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.913787,-81.650362,19.1702919006348
"2433","251127623489998","43265897020004",NA,"2013","13","1","305","20","1","1","111",7.3,"44","12","1","79","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.385345,-81.908958,19.2747402191162
"2434","251127789489998","43265899020004",NA,"2013","13","1","305","34","1","1","111",11,"69","34","1","76","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.378135,-82.019771,19.3231468200684
"2435","251127790489998","43265899020004",NA,"2013","13","1","305","34","2","1","111",11,"69","34","1","76","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.378135,-82.019771,19.3231468200684
"2436","251127819489998","43265900020004",NA,"2013","13","1","305","23","1","1","111",9.2,"60","16","1","88","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.527414,-81.867756,19.2640933990479
"2439","251127927489998","43265903020004",NA,"2013","13","1","305","8","1","1","111",9.9,"56","14","1","88","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.523903,-81.963691,19.2640933990479
"2440","251128015489998","43265904020004",NA,"2013","13","1","25","10","1","1","111",9.1,"66","19","1","88","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.226746,-81.991447,19.4213027954102
"2443","251128521489998","43265912020004",NA,"2013","13","1","25","45","1","1","111",7.4,"46","15","1","74","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.197122,-81.779389,19.4488010406494
"2444","251128672489998","43265916020004",NA,"2013","13","1","39","72","1","1","111",11.2,"73","18","1","98","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.941454,-81.707021,19.6863861083984
"2447","251129205489998","43265923020004",NA,"2013","13","1","251","70","1","1","111",9.1,"51","17","1","75","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.974283,-81.652228,18.1082916259766
"2453","238981337010854","56879665010478",NA,"1997","13","1","5","18","2","1","111",13.2,"73","40","1","76","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.519732,-82.294256,19.1809177398682
"2455","238981412010854","56880640010478",NA,"1997","13","2","19","27","1","1","111",11.2,"52","19","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.122966,-83.253112,19.2180309295654
"2456","238981413010854","56880768010478",NA,"1997","13","2","19","9","1","1","111",11.1,"73","33","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.259706,-83.091922,19.0492401123047
"2457","238981415010854","56880977010478",NA,"1997","13","2","19","1","1","1","111",11.2,"70","26","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.250428,-83.126905,19.0492401123047
"2458","238981416010854","56881092010478",NA,"1997","13","2","19","44","1","1","111",14.9,"65","62","1","61","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.302717,-83.220291,19.0506153106689
"2459","238981417010854","56881248010478",NA,"1997","13","2","19","10","2","1","111",7.7,"46","15","1","74","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.438076,-83.228666,18.9411029815674
"2460","238981418010854","56881366010478",NA,"1997","13","2","19","31","1","1","111",15,"57","46","1","57","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.284173,-83.176883,19.0506153106689
"2461","238981421010854","56881492010478",NA,"1997","13","2","19","41","2","1","111",13.2,"71","45","1","72","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.250715,-83.16263,19.0492401123047
"2464","238981433010854","56886024010478",NA,"1997","13","1","25","54","2","1","111",6.2,"45","14","1","75","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.217553,-82.088097,19.3999786376953
"2465","238981437010854","56886585010478",NA,"1997","13","1","25","20","1","1","111",11.5,"66","24","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.286571,-82.001739,19.3999786376953
"2466","238981438010854","56887180010478",NA,"1997","13","1","25","35","1","1","111",7.7,"54","18","1","77","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.070421,-82.098077,19.4869785308838
"2468","238981440010854","56887287010478",NA,"1997","13","1","25","5","1","1","111",8.5,"51","15","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.106072,-81.878157,19.5365829467773
"2469","238981441010854","56887446010478",NA,"1997","13","1","25","39","1","1","111",8.9,"67","18","1","91","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.12522,-81.837902,19.5365829467773
"2470","238981442010854","56887756010478",NA,"1997","13","1","25","24","1","1","111",8.8,"65","21","1","84","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.180229,-81.892277,19.4213027954102
"2474","251133053489998","43266009020004",NA,"2013","13","1","49","93","1","1","111",17.7,"105","56","1","102","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.652121,-82.130304,19.7840843200684
"2481","251133739489998","43266021020004",NA,"2013","13","1","179","10","1","1","111",14.1,"91","42","1","93","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.907416,-81.50415,19.1702919006348
"2487","251134542489998","43266046020004",NA,"2013","13","2","17","4","1","1","111",12.8,"68","43","1","70","50",NA,NA,NA,"1",NA,"1",NA,2014-05-06,"489998",NA,2017-03-07,"489998","10","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.775675,-83.34888,18.6903018951416
"2560","238440610010854","144514915010478",NA,"2008","13","2","27","51","1","1","111",19,"83","50","1","82","50","1","191","62.7","1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.658105,-83.452571,19.568489074707
"2561","238440611010854","144514964010478",NA,"2008","13","2","27","18","1","1","111",13.9,"76","32","1","84","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.835855,-83.409758,19.3092288970947
"2562","238440612010854","144514964010478",NA,"2008","13","2","27","18","2","1","111",13.9,"76","32","1","84","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.835855,-83.409758,19.3092288970947
"2564","238440614010854","144515331010478",NA,"2008","13","1","29","11","1","1","111",16.3,"92","48","1","92","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.040657,-81.566114,18.9193134307861
"2570","238440620010854","144516714010478",NA,"2008","13","1","31","30","2","1","111",15.6,"72","37","1","77","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.367335,-81.916978,18.5497074127197
"2573","238440623010854","144517091010478",NA,"2008","13","3","33","9","1","1","111",8.8,"53","20","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.238406,-81.855169,17.5447177886963
"2601","238982458010854","56686539010478",NA,"1997","13","2","201","23","1","1","111",15,"83","49","1","82","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.249028,-84.835324,18.8856983184814
"2602","238982461010854","56686774010478",NA,"1997","13","2","201","16","1","1","111",8.4,"36","11","1","72","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.170144,-84.774697,18.9687919616699
"2603","238982464010854","56687063010478",NA,"1997","13","2","201","7","1","1","111",6.1,"43","25","1","55","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.226551,-84.705657,18.9687919616699
"2604","238982465010854","56687063010478",NA,"1997","13","2","201","7","2","2","111",9.3,"58","27","1","70","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.226551,-84.705657,18.9687919616699
"2606","238982468010854","56688936010478",NA,"1997","13","2","205","7","2","1","111",10,"77","29","1","88","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.30775,-84.094012,18.9244060516357
"2610","238982476010854","56691530010478",NA,"1997","13","3","207","4","1","1","111",9.5,"65","18","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.129617,-83.970672,17.158540725708
"2613","238982479010854","56694466010478",NA,"1997","13","1","209","11","2","1","111",9.7,"47","26","1","59","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","7","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.231357,-82.451923,18.5974159240723
"2614","238884368010854","61067806010478",NA,"1998","13","1","271","19","2","2","111",13.2,"81","39","1","85","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.912936,-83.090553,18.6988544464111
"2615","238884369010854","61068505010478",NA,"1998","13","3","273","6","1","1","111",17.3,"80","35","1","86","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.636648,-84.31539,18.8184795379639
"2616","238884370010854","61068505010478",NA,"1998","13","3","273","6","1","2","111",16.4,"80","37","1","85","50",NA,NA,NA,"1",NA,"1",NA,2010-08-18,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.636648,-84.31539,18.8184795379639
"2628","238884382010854","61069428010478",NA,"1998","13","2","275","53","1","1","111",13.4,"80","41","1","83","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.786748,-83.879332,19.2599792480469
"2629","238884383010854","61069428010478",NA,"1998","13","2","275","53","1","2","111",13.1,"87","37","1","92","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.786748,-83.879332,19.2599792480469
"2632","238884386010854","61069675010478",NA,"1998","13","2","277","14","2","2","111",11.3,"93","38","1","97","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.484819,-83.541269,18.9268131256104
"2633","238884387010854","61069675010478",NA,"1998","13","2","277","14","2","3","111",12,"82","47","1","82","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.484819,-83.541269,18.9268131256104
"2634","238884388010854","61069834010478",NA,"1998","13","2","277","28","1","1","111",16.6,"77","46","1","77","50",NA,NA,NA,"1",NA,"1",NA,2010-08-17,"10854",NA,2017-03-07,"489998","8","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.392173,-83.42605,18.9397602081299
"2641","238440635010854","144519175010478",NA,"2008","13","1","39","72","1","1","111",11.2,"73","18","1","98","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.941454,-81.707021,19.6863861083984
"2645","238440687010854","216102300010854",NA,"2008","13","1","65","189","1","1","111",9.6,"65","52","1","63","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.603755,-82.468305,19.654655456543
"2646","238440688010854","216102300010854",NA,"2008","13","1","65","189","2","1","111",9.6,"65","52","1","63","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.603755,-82.468305,19.654655456543
"2649","238222189010854","153846282010854",NA,"2009","13","1","1","17","1","1","111",14.7,"87","67","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.874982,-82.426082,18.9010200500488
"2650","238222190010854","153846282010854",NA,"2009","13","1","1","17","2","1","111",14.7,"87","67","1","81","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.874982,-82.426082,18.9010200500488
"2651","238222191010854","153846291010854",NA,"2009","13","1","1","60","1","1","111",8.5,"60","17","1","86","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.842517,-82.230681,18.9501762390137
"2652","238222192010854","153846291010854",NA,"2009","13","1","1","60","2","1","111",8.5,"60","17","1","86","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.842517,-82.230681,18.9501762390137
"2653","238222193010854","153846292010854",NA,"2009","13","1","1","69","1","1","111",8,"49","13","1","82","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.711603,-82.298606,18.9602603912354
"2654","238222194010854","153846293010854",NA,"2009","13","1","3","10","1","1","111",11.9,"62","23","1","78","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.256633,-82.939786,19.0737400054932
"2655","238222195010854","153846295010854",NA,"2009","13","1","3","22","1","1","111",7.2,"58","14","1","90","50","1","357","9","1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.235454,-82.741932,19.1247596740723
"2656","238222196010854","153846295010854",NA,"2009","13","1","3","22","2","1","111",7.2,"58","14","1","90","50","1","357","9","1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.235454,-82.741932,19.1247596740723
"2657","238248692010854","153846300010854",NA,"2009","13","1","5","14","1","1","111",11.6,"70","22","1","88","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.657139,-82.616491,19.035228729248
"2658","238248693010854","153846300010854",NA,"2009","13","1","5","14","1","2","111",9.3,"72","19","1","95","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.657139,-82.616491,19.035228729248
"2659","238248781010854","153846302010854",NA,"2009","13","1","5","26","1","1","111",11.6,"67","19","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.640145,-82.515867,19.035228729248
"2660","238248780010854","153846302010854",NA,"2009","13","1","5","26","2","1","111",11.6,"67","19","1","89","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.640145,-82.515867,19.035228729248
"2680","238222208010854","153846334010854",NA,"2009","13","2","17","9","1","1","111",11.9,"81","36","1","87","50","2","230","12","1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.801631,-83.443783,18.6903018951416
"2683","238222211010854","153846340010854",NA,"2009","13","2","19","12","1","1","111",7.3,"47","16","1","73","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.407747,-83.314149,18.9411029815674
"2684","238222212010854","153846340010854",NA,"2009","13","2","19","12","1","2","111",7.7,"50","17","1","74","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.407747,-83.314149,18.9411029815674
"2687","238222215010854","153846342010854",NA,"2009","13","2","19","37","1","1","111",15.2,"108","60","1","104","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.329635,-83.168925,19.0506153106689
"2688","238222216010854","153846342010854",NA,"2009","13","2","19","37","1","2","111",17.2,"85","65","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.329635,-83.168925,19.0506153106689
"2689","238222217010854","153846342010854",NA,"2009","13","2","19","37","2","1","111",15.2,"108","60","1","104","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.329635,-83.168925,19.0506153106689
"2690","238222218010854","153846342010854",NA,"2009","13","2","19","37","2","2","111",17.2,"85","65","1","80","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.329635,-83.168925,19.0506153106689
"2691","238222219010854","153846345010854",NA,"2009","13","2","19","34","1","1","111",8.2,"55","15","1","84","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.04548,-83.237187,19.2180309295654
"2692","238222220010854","153846345010854",NA,"2009","13","2","19","34","1","2","111",8.6,"58","15","1","88","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.04548,-83.237187,19.2180309295654
"2693","238222221010854","153846346010854",NA,"2009","13","2","19","11","1","1","111",11.3,"61","18","1","85","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.340524,-83.354017,18.9397602081299
"2696","238222223010854","153846357010854",NA,"2009","13","1","25","56","1","1","111",7.9,"52","24","1","66","50",NA,NA,NA,"1",NA,"1",NA,2010-08-19,"10854",NA,2017-03-07,"489998","9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.161139,-82.097252,19.4869785308838
