field_1,CN,PLT_CN,PREV_SIT_C,INVYR,STATECD,UNITCD,COUNTYCD,PLOT,CONDID,TREE,SPCD,DIA,HT,AGEDIA,SPGRPCD,SITREE,SIBASE,SUBP,AZIMUTH,DIST,METHOD,SITREE_EST,VALIDCD,CREATED_BY,CREATED_DA,CREATED_IN,MODIFIED_B,MODIFIED_D,MODIFIED_I,CYCLE,SUBCYCLE,AGECHKCD_R,AGE_DETERM,CCLCD_RMRS,DAMAGE_AGE,SIBASE_AGE,SITETRCD_R,SITE_AGE_T,SITE_TREE_,SITREE_EQU,TREECLCD_R,TREE_ACT_R,YEAR_AGE_T,LAT,LON,TEMP,TOT_N,SOC,CN_RATIO,SOIL_MOIS
1248,-2147483648,-2147483648,NA,2006,12,2,131,95,1,1,131,17.4,84,45,2,85,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.760253,-86.186953,18.91134,8,17,2.125,237.524
1249,-2147483648,-2147483648,NA,2006,12,2,131,95,2,1,131,17.4,84,45,2,85,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.760253,-86.186953,18.91134,8,17,2.125,237.524
1250,-2147483648,-2147483648,NA,2006,12,2,131,98,1,1,107,10.8,59,50,3,57,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.57477,-86.359317,19.1684,11,13,1.181818182,253.076
1251,-2147483648,-2147483648,NA,2006,12,2,131,100,2,1,107,6,43,19,3,80,50,2,228,16.1,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.740299,-86.314043,18.91134,7,18,2.571428571,237.524
1252,-2147483648,-2147483648,NA,2006,12,2,131,101,1,1,121,9.4,51,30,1,58,50,1,261,14.1,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.939044,-86.101651,18.80516,5,11,2.2,237.524
1253,-2147483648,-2147483648,NA,2006,12,2,131,102,1,1,131,8.8,50,19,2,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.971335,-86.36901,18.72983,6,10,1.666666667,237.524
1254,-2147483648,-2147483648,NA,2006,12,2,131,103,1,1,121,15,91,52,1,86,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.970425,-86.197397,18.73005,11,14,1.272727273,237.524
1255,-2147483648,-2147483648,NA,2006,12,2,131,108,1,1,107,10.4,50,38,3,56,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.514364,-86.383988,19.1684,19,15,0.789473684,253.076
1256,-2147483648,-2147483648,NA,2006,12,2,131,108,2,1,107,10.4,50,38,3,56,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.514364,-86.383988,19.1684,19,15,0.789473684,253.076
1257,-2147483648,-2147483648,NA,2006,12,2,131,109,1,1,107,6.5,39,16,3,86,50,3,208,23.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.369304,-86.007173,19.45434,13,15,1.153846154,253.076
1258,-2147483648,-2147483648,NA,2006,12,2,133,44,1,1,111,8.1,50,30,1,59,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.455709,-85.669483,19.36625,5,13,2.6,253.076
1259,-2147483648,-2147483648,NA,2006,12,2,133,45,1,1,121,13.4,54,52,1,51,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.680948,-85.736281,19.12623,4,11,2.75,237.524
1260,-2147483648,-2147483648,NA,2006,12,2,133,54,1,1,107,7.3,44,21,3,75,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.44521,-85.559322,19.38288,9,16,1.777777778,253.076
1261,-2147483648,-2147483648,NA,2006,12,2,133,55,1,1,111,11.3,41,18,1,62,50,2,35,22.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.769589,-85.443516,19.0989,51,54,1.058823529,237.524
1262,-2147483648,-2147483648,NA,2006,12,2,133,55,2,1,111,11.3,41,18,1,62,50,2,35,22.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.769589,-85.443516,19.0989,51,54,1.058823529,237.524
1263,-2147483648,-2147483648,NA,2006,12,2,133,56,1,1,827,10,73,26,28,99,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.607583,-85.650398,19.1778,4,14,3.5,237.524
1264,-2147483648,-2147483648,NA,2006,12,3,53,45,1,1,111,10.8,73,48,1,73,50,3,52,22,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.518155,-82.066395,21.60067,12,29,2.416666667,262.88599
1265,-2147483648,-2147483648,NA,2006,12,3,53,45,2,1,111,10.8,73,48,1,73,50,3,52,22,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.518155,-82.066395,21.60067,12,29,2.416666667,262.88599
1266,-2147483648,-2147483648,NA,2006,12,3,53,48,1,1,131,14.6,73,33,2,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.444628,-82.381402,21.75586,13,22,1.692307692,262.88599
1267,-2147483648,-2147483648,NA,2006,12,3,57,87,1,1,111,9.3,58,30,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.822906,-82.199041,22.40157,22,17,0.772727273,321.77301
1268,-2147483648,-2147483648,NA,2006,12,3,93,66,1,1,111,14,71,43,1,73,50,4,114,20.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.636475,-80.83284,22.46819,10,10,1,321.77301
1269,-2147483648,-2147483648,NA,2006,12,3,95,78,1,1,111,13.3,40,21,1,56,50,3,38,15,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.353406,-81.182144,22.05259,116,249,2.146551724,321.77301
1270,-2147483648,-2147483648,NA,2006,12,3,95,83,2,1,111,9.1,36,15,1,61,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.495341,-81.0824,21.81039,23,21,0.913043478,321.77301
1271,-2147483648,-2147483648,NA,2006,12,3,95,117,2,1,131,17.9,84,50,2,83,50,4,33,19.1,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.743335,-81.43725,21.67636,33,62,1.878787879,262.88599
1272,-2147483648,-2147483648,NA,2006,12,3,97,115,1,1,121,9.6,57,41,1,58,50,1,85,16.7,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.193527,-81.511635,22.05911,21,38,1.80952381,262.88599
1273,-2147483648,-2147483648,NA,2006,12,3,97,120,1,1,111,15,60,45,1,61,50,1,345,22.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.274509,-81.060751,21.96082,64,75,1.171875,321.77301
1274,-2147483648,-2147483648,NA,2006,12,3,101,60,1,1,111,6.8,49,20,1,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.37873,-82.134881,21.56792,12,22,1.833333333,262.88599
1275,-2147483648,-2147483648,NA,2006,12,3,101,76,2,1,111,8.7,68,87,1,59,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.433389,-82.530965,21.89194,7,11,1.571428571,262.88599
1276,-2147483648,-2147483648,NA,2006,12,3,105,133,1,1,111,8.9,72,33,1,79,50,2,245,20.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.665084,-81.417007,22.47345,13,11,0.846153846,262.88599
1277,-2147483648,-2147483648,NA,2006,12,3,105,167,1,1,111,14.3,65,30,1,74,50,4,50,21.7,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.28547,-81.739778,21.80666,122,207,1.696721311,321.77301
1278,-2147483648,-2147483648,NA,2006,12,3,105,170,2,1,111,9.6,49,29,1,58,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.731471,-81.247735,22.33102,12,14,1.166666667,321.77301
1279,-2147483648,-2147483648,NA,2006,12,3,111,53,1,1,111,7.6,36,24,1,48,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.320185,-80.282427,23.28436,59,29,0.491525424,0
1280,-2147483648,-2147483648,NA,2006,12,3,115,50,1,1,111,11.7,62,35,1,68,50,3,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.130599,-82.327634,22.78577,21,14,0.666666667,321.77301
1281,-2147483648,-2147483648,NA,2006,12,3,117,28,1,1,111,13.5,65,42,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.834529,-81.382451,21.36119,53,128,2.41509434,321.77301
1282,-2147483648,-2147483648,NA,2006,12,3,119,46,1,1,111,8.7,63,28,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.447664,-81.959264,21.51011,56,58,1.035714286,321.77301
1283,-2147483648,-2147483648,NA,2006,12,3,119,46,2,1,111,8.7,63,28,1,74,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.447664,-81.959264,21.51011,56,58,1.035714286,321.77301
1284,-2147483648,-2147483648,NA,2006,12,4,15,63,1,1,111,10.2,44,33,1,50,50,1,39,16.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.883636,-81.872415,22.97551,8,23,2.875,277.112
1285,-2147483648,-2147483648,NA,2006,12,4,15,65,1,1,111,13.3,47,54,1,45,50,1,1,8,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.878383,-81.705752,22.84951,10,38,3.8,277.112
1286,-2147483648,-2147483648,NA,2006,12,4,15,65,1,2,111,12.8,50,50,1,49,50,2,34,3.6,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.878383,-81.705752,22.84951,10,38,3.8,277.112
1287,-2147483648,-2147483648,NA,2006,12,4,15,71,1,1,111,7.6,40,20,1,58,50,2,329,22.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.867415,-81.57132,22.80924,10,16,1.6,277.112
1288,-2147483648,-2147483648,NA,2006,12,4,21,193,1,1,111,8.4,38,25,1,50,50,2,106,20.7,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.245191,-81.239324,23.27057,162,218,1.345679012,277.112
1289,-2147483648,-2147483648,NA,2006,12,4,21,260,1,1,111,10.3,70,40,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.238166,-81.396826,23.25266,42,44,1.047619048,277.112
1290,-2147483648,-2147483648,NA,2006,12,4,21,260,2,1,111,10.3,70,40,1,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.238166,-81.396826,23.25266,42,44,1.047619048,277.112
1291,-2147483648,-2147483648,NA,2006,12,4,21,261,1,1,111,15,44,26,1,55,50,1,2,4.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.172219,-80.972344,23.30273,129,110,0.852713178,277.112
1292,-2147483648,-2147483648,NA,2006,12,4,43,70,2,1,111,8.8,35,16,1,58,50,4,194,13.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.024923,-81.374301,22.64181,19,25,1.315789474,321.77301
1293,-2147483648,-2147483648,NA,2006,12,4,71,81,1,1,111,9.3,48,18,1,70,50,3,68,8.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.649728,-81.65228,23.26539,8,8,1,277.112
1294,-2147483648,-2147483648,NA,2006,12,4,71,82,1,1,111,7.5,55,32,1,62,50,4,341,18.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.569526,-81.814484,23.34355,6,13,2.166666667,277.112
1295,-2147483648,-2147483648,NA,2006,12,4,85,53,1,1,111,13.9,64,45,1,65,50,1,271,22.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.163776,-80.322345,23.22193,20,5,0.25,277.112
1296,-2147483648,-2147483648,NA,2006,12,4,85,55,2,1,111,5.9,31,13,1,60,50,3,328,10.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.994393,-80.138089,23.61307,49,25,0.510204082,321.77301
1297,-2147483648,-2147483648,NA,2006,12,4,99,160,1,1,111,13.2,45,34,1,51,50,1,32,22.1,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.928368,-80.28248,23.2674,103,193,1.873786408,277.112
1298,-2147483648,-2147483648,NA,2006,12,4,99,187,1,1,111,9,30,17,1,50,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.853157,-80.311738,23.2674,143,80,0.559440559,277.112
1299,-2147483648,-2147483648,NA,2006,12,4,99,196,1,1,111,8.6,35,22,1,49,50,1,336,21.5,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.864663,-80.451527,23.0964,34,89,2.617647059,277.112
1300,-2147483648,-2147483648,NA,2007,12,1,1,89,2,1,827,9.3,53,36,28,60,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.634957,-82.200398,20.52882,46,29,0.630434783,247.17
1301,-2147483648,-2147483648,NA,2007,12,1,1,100,2,1,111,13.1,94,48,1,94,50,2,233,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.568396,-82.224643,20.52882,11,10,0.909090909,247.17
1302,-2147483648,-2147483648,NA,2007,12,1,3,49,1,1,121,16,91,70,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.197133,-82.441703,19.78861,10,13,1.3,321.77301
1303,-2147483648,-2147483648,NA,2007,12,1,3,51,2,1,111,11,50,55,1,48,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.267227,-82.232863,19.88092,10,16,1.6,321.77301
1304,-2147483648,-2147483648,NA,2007,12,1,3,53,2,1,111,11.8,70,30,1,80,50,2,130,13.4,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.253929,-82.369325,19.78861,26,32,1.230769231,321.77301
1305,-2147483648,-2147483648,NA,2007,12,1,3,55,1,1,111,12.4,75,60,1,71,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.339161,-82.375477,19.75744,76,106,1.394736842,321.77301
1306,-2147483648,-2147483648,NA,2007,12,1,3,57,1,1,111,7.9,53,14,1,84,50,1,145,23.3,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.575982,-82.428747,19.65466,7,22,3.142857143,521.10999
1307,-2147483648,-2147483648,NA,2007,12,1,3,58,1,1,111,9.4,53,18,1,76,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.267474,-82.091795,20.00641,9,15,1.666666667,321.77301
1308,-2147483648,-2147483648,NA,2007,12,1,23,80,1,1,131,9,41,12,2,83,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.191693,-82.733159,19.96473,6,11,1.833333333,247.17
1309,-2147483648,-2147483648,NA,2007,12,1,31,100,3,1,131,14.6,108,52,2,105,50,4,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.350696,-81.78729,20.36223,11,16,1.454545455,321.77301
1310,-2147483648,-2147483648,NA,2007,12,1,31,102,1,1,111,11.8,79,31,1,88,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.275607,-81.965649,20.16679,25,38,1.52,321.77301
1311,-2147483648,-2147483648,NA,2007,12,1,47,49,1,1,111,5.7,45,12,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.512586,-82.761295,19.55888,25,23,0.92,250.097
1312,-2147483648,-2147483648,NA,2007,12,1,47,50,1,1,111,9.6,72,25,1,87,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.584703,-83.144715,19.60845,9,13,1.444444444,267.04999
1313,-2147483648,-2147483648,NA,2007,12,1,75,133,2,1,131,12,62,29,2,73,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.330506,-83.043556,20.70701,82,120,1.463414634,256.44699
1314,-2147483648,-2147483648,NA,2007,12,1,75,136,1,1,121,10.7,67,53,1,63,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.255076,-82.62869,20.94223,10,21,2.1,267.04999
1315,-2147483648,-2147483648,NA,2007,12,1,75,137,2,1,111,11.7,59,32,1,67,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.173645,-82.684131,20.71844,74,88,1.189189189,256.44699
1316,-2147483648,-2147483648,NA,2007,12,1,75,141,1,1,111,9.9,73,22,1,91,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.334059,-82.761653,20.65942,94,73,0.776595745,267.04999
1317,-2147483648,-2147483648,NA,2007,12,1,75,144,1,1,121,17.5,82,90,1,69,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.504852,-82.971591,20.54504,28,17,0.607142857,267.04999
1318,-2147483648,-2147483648,NA,2007,12,1,75,151,1,1,121,8.8,45,21,1,62,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.409225,-82.574086,20.82898,28,12,0.428571429,267.04999
1319,-2147483648,-2147483648,NA,2007,12,1,79,61,1,1,121,8.5,54,18,1,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.566805,-83.280873,19.67109,7,13,1.857142857,267.04999
1320,-2147483648,-2147483648,NA,2007,12,1,79,69,1,1,131,12.1,67,18,2,101,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.433269,-83.370196,19.66632,9,12,1.333333333,237.524
1321,-2147483648,-2147483648,NA,2007,12,1,83,147,1,1,107,5.3,23,14,3,59,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.257578,-81.781195,20.85199,5,64,12.8,262.88599
1322,-2147483648,-2147483648,NA,2007,12,1,83,150,1,1,121,9.9,50,28,1,59,50,4,62,13.2,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.092864,-81.832578,20.9724,15,29,1.933333333,262.88599
1323,-2147483648,-2147483648,NA,2007,12,1,83,159,1,1,107,9.6,64,41,3,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.020718,-81.729737,20.9724,48,64,1.333333333,262.88599
1324,-2147483648,-2147483648,NA,2007,12,1,83,159,2,1,107,9.6,64,41,3,68,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.020718,-81.729737,20.9724,48,64,1.333333333,262.88599
1325,-2147483648,-2147483648,NA,2007,12,1,83,167,1,1,121,11.9,82,80,1,70,50,1,264,14.1,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.324009,-81.758603,20.85199,11,9,0.818181818,262.88599
1326,-2147483648,-2147483648,NA,2007,12,1,83,171,2,1,121,10.1,43,22,1,58,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.170107,-82.38644,21.08593,6,11,1.833333333,267.04999
1327,-2147483648,-2147483648,NA,2007,12,1,83,177,1,1,121,8.2,49,26,1,60,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.026373,-82.317825,21.20897,7,10,1.428571429,262.88599
1328,-2147483648,-2147483648,NA,2007,12,1,89,70,1,1,111,8.1,66,18,1,90,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.645409,-81.967249,19.93117,99,128,1.292929293,321.77301
1329,-2147483648,-2147483648,NA,2007,12,1,89,75,1,1,111,9.8,65,24,1,80,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.717291,-81.933974,19.8288,14,19,1.357142857,321.77301
1330,-2147483648,-2147483648,NA,2007,12,1,107,75,1,1,131,15.7,85,64,2,79,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.495472,-81.704426,20.85531,114,258,2.263157895,321.77301
1331,-2147483648,-2147483648,NA,2007,12,1,107,77,1,1,107,8.1,58,26,3,82,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.801397,-81.843873,20.5099,136,366,2.691176471,262.88599
1332,-2147483648,-2147483648,NA,2007,12,1,107,83,1,1,107,7.2,47,45,3,48,50,NA,NA,NA,1,NA,1,NA,12/7/2009,10854,NA,3/8/2017,489998,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.484775,-81.564678,21.02844,1,17,17,321.77301
